foodId,foodName,calories,protein,fat,carbs
02F30255,"Kenyér vagy zsemle, spenóttal és fettával kiegészítve/keverve",253,9.1,5.6,39.7
02B10615,"Kenyér, búzalisztből, kereskedelmi, hozzáadott szárított gyümölcs",275,8.3,3.9,50.5
02B10616,"Kenyér, búzalisztből, kereskedelmi, hozzáadott szárított gyümölcs, pirított",306,9.2,4.3,56.1
02E20102,"Kenyér, búzalisztből, házi alapanyagokból, hozzáadott aszalt gyümölcsökből",272,6.7,3.6,51.5
02E20103,"Kenyér, búzalisztből, házi alapanyagokból, hozzáadott aszalt gyümölccsel, pirítva",302,7.5,4,57.2
02E20109,"Zsemle, édes, csokoládé vagy csokireszelékkel, egybevágva",332,5.8,11.5,50.5
02E60369,"Zsemle, édes, párolt zsemle, babpasztával töltve",229,5.8,5.6,37.4
02E20099,"Zsemle, édes, ragacsos fahéjas, cukormázzal",370,4.5,16.4,51.3
02E20105,"Zsemle, édes, pudingos, jeges",304,5.3,10.7,46.7
02E20116,"Zsemle, édes, gyümölccsel (kivéve a szultánokat), jeges",253,5.9,5.1,44.5
02E20117,"Zsemle, édes, gyümölccsel (nem szultán), jeges",267,5.5,6.1,46.9
02E20118,"Zsemle, édes, gyümölccsel (nem szultán) és dióval, jeges",332,6.8,15.6,40.3
02E20104,"Zsemle, édes, tejszínnel és lekvárral, fagyasztva",286,6,8,46.5
02E20089,"Zsemle, édes, szultánnal, szelet",285,6.9,6,49.4
02E20090,"Zsemle, édes, szultánnal, jeges",317,7.9,9.8,48.3
02E20121,"Zsemle, édes, taróval",286,4.9,6.3,51.7
02E20119,"Zsemle, édes, tovább nem definiálva",290,6.7,6.8,49.3
02E20100,"Francia pirítós, fehér kenyér, sima",193,8.9,7.6,21.6
02E20106,"Francia pirítós, teljes kiőrlésű kenyér, sima",189,9.7,7.8,18.7
02E20120,Panettone,272,6.7,3.6,51.5
02B20057,"Crumpet, fehér lisztből, kereskedelmi",177,4.5,0.7,36.5
02B20049,"Pörkölt, fehér lisztből, kereskedelmi, pirított",202,5.1,0.8,41.6
02B20050,"Pörkölt, teljes kiőrlésű lisztből, kereskedelmi, pirított",198,5.6,1.1,39.1
02B20058,"Muffin, angol módra, vegyes szemű, kommersz, pirított",262,11.4,3.5,43.8
02B20053,"Muffin, angol módra, fehér lisztből, kommersz, friss/pirítatlan",222,10.1,2.1,38.7
02B20051,"Muffin, angol módra, fehér lisztből, kommersz, pirított",242,11,2.3,42.1
02B20052,"Muffin, angol módra, fehér lisztből, kommersz, hozzáadott aszalt gyümölcs, pirított",251,10,1.8,46.8
02B20056,"Muffin, angol módra, teljes kiőrlésű lisztből, kommersz, pirított",250,12.2,2.5,41
02F40236,"Töltelék, kenyér alapú, kereskedelmi",192,6.4,8.4,21.6
02D10290,"Reggeli gabonapelyhek, italok, csokoládé ízesítés, hozzáadott A-, B1-, B2-, B3-, B6-, B12-, C- és folsav- és Ca-vitamin",78,3.2,1.6,12.5
02D10285,"Reggeli gabonapelyhek, italok, nem csokoládé ízek, hozzáadott A-, B1-, B2-, B3-, B6-, B12-, C- és folsav- és Ca-vitamin",77,3.1,1.5,12.4
02D10344,"Reggeli gabonapelyhek, italok, nem csokoládé ízek, hozzáadott A-, B1-, B2-, B3-, B6-, B12-, C- és folsav- és Ca-Fe-vitamin",78,5.8,1.5,9.8
02D10400,"Reggeli gabonapelyhek, italok, nem csokoládé ízek, természetes édesítőszer, hozzáadott A-, B1-, B2-, B3-, B6-, B12-, C-, folsav- és Ca-vitamin",69,3.1,1.5,10.3
02D10362,"Reggeli gabonapelyhek, italok, csokoládé ízesítés, hozzáadott A-, B1-, B2-, B3-, B6-, B12-, C- és folsav- és Ca-Fe-vitamin",78,5.8,1.5,9.8
02D10409,"Reggeli gabonapelyhek, italok, további meghatározása nélkül",77,3.6,1.5,11.9
02D10394,"Reggeli gabonapelyhek, árpa, pehely, méz, hozzáadott szultán, dúsítatlan",323,13.2,5.6,44.4
02D10296,"Reggeli gabonapelyhek, ropogós kukoricapárnák, méz, hozzáadott B1-, B2-, B3-vitamin és folsav",383,6.6,0.3,88
02D10289,"Reggeli gabonapelyhek, kukoricapehely, hozzáadott cukor vagy só nélkül, dúsítatlan",364,3.1,0.6,79
02D10351,"Reggeli gabonapelyhek, kukoricapehely, dúsítatlan",370,7.3,2.9,75.6
02D10401,"Reggeli gabonapehely, kukoricapehely, hozzáadott B1-, B2-, B3-vitamin és folsav",380,6.6,1.4,83.5
02D10266,"Reggeli gabonapehely, kukoricapehely, hozzáadott B1-, B2-, B3-, C- és folsav, Fe és Zn vitaminok",371,8.6,0.6,80.2
02D10352,"Reggeli gabonapehely, kukoricapehely, hozzáadott B1-, B2-, B3-, B6-, E-vitamin, folsav és Fe",381,6.7,0.9,84.1
02D10300,"Reggeli gabonapehely, kukoricapehely, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",367,7.4,0.4,81.1
02D10369,"Reggeli gabonapehely, kukoricapehely, psylliummal, hozzáadott B1-, B2-, B3-vitaminnal, folsavval és Fe-vel",379,6.3,3.6,75.2
02D10360,"Reggeli gabonapelyhek, kukoricapehely, tovább nem definiálva",371,8.1,0.7,80.4
02D10282,"Reggeli gabonapehely, kukoricapehely, hozzáadott dió, hozzáadott B1-, B2-, B3-, C- és folsav-, Fe- és Zn-vitamin",388,6.5,3.3,82.6
02D10398,"Reggeli gabonapehely, kukoricapehely, hozzáadott dió, hozzáadott B1-, B2-, B3-, B6-vitamin, folsav és E",392,6.4,3.2,83.1
02D10372,"Reggeli gabonapehely, kukoricapehely, hozzáadott dió, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",406,7.1,6.3,79
02D10301,"Reggeli gabonapehely, fagyasztott kukoricapehely, hozzáadott B1-, B2-, B3-, C-, E- és folsav-, Fe- és Zn-vitamin",375,4.6,0.1,89.3
02D10288,"Reggeli gabonapelyhek, puffasztott vagy pattogatott kukorica, hozzáadott cukor vagy só nélkül, dúsítás nélkül",364,3.1,0.6,79
02D10406,"Reggeli gabonapelyhek, kukorica alapú, tovább nem definiálva",373,7.8,1.1,80.8
02D10392,"Reggeli gabonapehely, vegyes gabona (árpa és zab), pehely, méz, hozzáadott gyümölcs, dió és magvak, dúsítatlan",361,14.4,11.7,41
02D10393,"Reggeli gabonapehely, vegyes gabona (árpa és szója), pehely, méz, dúsítatlan",335,20.5,7.2,34.5
02D10277,"Reggeli gabonapehely, vegyes gabona (rizs és búza), pehely, hozzáadott B1-, B2-, B3-, B6- és folsav, Ca, Fe és Zn vitaminok",399,18.2,4.1,70.5
02D10303,"Reggeli gabonapehely, vegyes gabona (rizs és búza), pehely, mandula és méz, B1-, B2-, B3-, B6- és folsav, Ca, Fe és Zn",391,17.7,3.3,71.6
02D10302,"Reggeli gabonapehely, vegyes gabona (rizs és búza), pehely, bogyós gyümölcsök, hozzáadott B1-, B2-, B3-, B6- és folsav, Ca, Fe és Zn",370,18.2,0.5,71.8
02D10309,"Reggeli gabonapehely, vegyes gabona (rizs és búza), pehely, gyümölcs és dió, hozzáadott B1, B2, B3, B6, E és folsav, Ca, Fe és Zn vitaminok",381,15.5,5.7,65
02D10395,"Reggeli gabonapehely, vegyes gabona (rizs és búza), pehely, dió, hozzáadott B1-, B2- és B3-vitamin, Ca és Fe",386,8.6,7.3,67.5
02D10332,"Reggeli gabonapehely, vegyes gabona (búza és kukorica), pehely vagy extrudált, hozzáadott só nélkül, dúsítatlan",371,23.6,2.5,62.8
02D10333,"Reggeli gabonapehely, vegyes gabona (búza és kukorica), pehely, bogyós gyümölcsök és szultán, hozzáadott A-, B1-, B2-, B3-, B6-, E- és folsav, Ca, Fe és Zn vitaminok",354,6.7,1.5,74.4
02D10334,"Reggeli gabonapehely, vegyes gabona (búza és kukorica), pehely, szultán, alma és ribizli, hozzáadott B1, B2, B3, B6, E és folsav, Ca, Fe és Zn vitaminok",346,7.5,1.7,70
02D10335,"Reggeli gabonapehely, vegyes gabona (búza és kukorica), extrudált, csokoládé malátabevonat, hozzáadott B1, B2, B3, B6, C, E és folsav, Ca, Fe és Zn vitamin",384,9.4,4.8,72.6
02D10374,"Reggeli gabonapehely, vegyes gabona (búza és zab), fürtök, mandula, hozzáadott B1, B2, B3, B6, C, E és folsav, Ca, Fe és Zn vitaminok",406,10.9,10.1,64.1
02D10319,"Reggeli gabonapehely, vegyes gabona (búza és zab), pehely, szárított gyümölcs, hozzáadott só nélkül, dúsítatlan",351,9.1,1.5,71.6
02D10376,"Reggeli gabonapehely, vegyes gabona (búza és zab), pehely, alma, szultána és áfonya, hozzáadott B1, B2, B3, B6, C, E és folsav vitaminokkal",374,9.6,7,63.9
02D10278,"Reggeli gabonapehely, vegyes gabona (búza és zab), pehely, sárgabarack és szultán, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",349,8.8,1.5,71.6
02D10307,"Reggeli gabonapehely, vegyes gabona (búza és zab), pehely, bogyós gyümölcsök, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",352,9.4,1.7,70.7
02D10312,"Reggeli gabonapehely, vegyes gabona (búza, zab és kukorica), pehely vagy extrudált, hozzáadott só nélkül, dúsítatlan",370,23.3,2.5,62.8
02D10324,"Reggeli gabonapehely, vegyes gabona (búza, zab és kukorica), pehely, gyümölcs, hozzáadott B1, B2, B3, B6, E és folsav, Ca, Fe és Zn vitaminok",363,13.3,2.3,68.6
02D10403,"Reggeli gabonapehely, vegyes gabona (búza, zab és kukorica), pehely, gyümölcs és dió, hozzáadott B1-, B2-, B3-, C-, folsav- és Fe-vitamin",420,11.8,15,55.2
02D10325,"Reggeli gabonapehely, vegyes gabona (búza, zab és kukorica), pehely, gyümölcs és dió, hozzáadott B1, B2, B3, B6, E és folsav, Ca, Fe és Zn vitaminok",378,8,6.2,69.2
02D10348,"Reggeli gabonapehely, vegyes gabona (búza, zab és kukorica), pelyhek és fürtök, gránátalma és bogyók, hozzáadott A-, B1-, B2-, B3-, B6-, E- és folsav, Ca, Fe és Zn vitaminok",359,7.3,2,73.9
02D10339,"Reggeli gabonapehely, vegyes gabona (búza, zab és kukorica), fürtök, méz, dió, hozzáadott B1-, B2-, B3-, E-, C- és folsav, Fe és Zn vitaminok",405,7.3,7.3,76.7
02D10280,"Reggeli gabonapehely, vegyes gabona (búza, zab és kukorica), extrudált, hozzáadott B1-, B2-, B3-, B6- és C-vitamin, Ca és Fe",370,23.3,2.5,62.8
02D10371,"Reggeli gabona, vegyes gabona (búza, zab és kukorica), extrudált, hozzáadott B1-, B2-, B3-, B6-, C- és folsav-, Fe- és Zn-vitamin",377,17.1,1.4,72.2
02D10346,"Reggeli gabona, vegyes gabona (búza, zab és kukorica), extrudált, hozzáadott B1-, B2-, B3-, B6-, C- és folsav-, Ca-, Fe- és Zn-vitamin",371,17.1,1.4,72.2
02D10413,"Reggeli gabona, vegyes gabona (búza, zab és kukorica), extrudált, kakaóbevonat, hozzáadott B1, B2, B3, B6, C és folát, Ca, Fe és Zn",376,7.6,3.8,74.5
02D10313,"Reggeli gabonapehely, vegyes gabona (búza, zab és kukorica), extrudált, gyümölcsízű, hozzáadott B1-, B2-, B3-, C- és folsav-, Fe és Zn-vitamin",391,6.4,2.5,85.5
02D10321,"Reggeli gabonapehely, vegyes gabona (búza, rizs és zab), pehely, szárított gyümölcs, hozzáadott só nélkül, dúsítatlan",349,8.8,1.5,71.6
02D10337,"Reggeli gabonapehely, vegyes gabona (búza, rizs és zab), pehely, kesudió, mandula, mogyoró és kókusz, dúsítás nélkül",424,11.1,13.4,60.8
02D10405,"Reggeli gabonapehely, vegyes gabona (búza, rizs és zab), pehely, szárított gyümölcs, hozzáadott B1-, B2-, B3-, E- és Fe-vitamin",369,10.7,5,63.7
02D10322,"Reggeli gabonapehely, vegyes gabona (búza, rizs és zab), pehely, méz, dúsítatlan",356,8.4,4.1,65
02D10375,"Reggeli gabonapehely, vegyes gabona (búza, rizs és zab), pehely, méz, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",389,9.8,4.7,73.1
02D10336,"Reggeli gabonapehely, vegyes gabona (búza, rizs és zab), pehely és fürtök, alma és mazsola, dúsítás nélkül",380,9.6,5.8,68.5
02D10365,"Reggeli gabonapehely, vegyes gabona (búza, rizs és zab), pehely és fürtök, alma, hozzáadott B1-, B2-, B3-, B6-, E- és folsav-, Fe- és Zn-vitamin",355,10.4,3,64.5
02D10318,"Reggeli gabonapehely, vegyes gabona (búza, rizs és zab), pelyhek és fürtök, szultánok, hozzáadott B1-, B2-, B3-, B6-, C- és folsav-, Fe- és Zn-vitamin",343,7,1.4,71.9
02D10380,"Reggeli gabonapehely, vegyes gabona (búza, kukorica és rizs), extrudált, kakaóbevonat, hozzáadott B1, B2, B3, B6, C, E és folsav, Ca, Fe, Mg és Zn vitamin",381,8.4,4.4,74.1
02D10314,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), pehely, hozzáadott gyümölcs és/vagy dió, hozzáadott só nélkül, dúsítatlan",360,8.3,3.5,70.3
02D10338,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), pehely, hozzáadott B1-, B2-, B3-, B6-, E- és folsav-, Ca- és Fe-vitamin",350,13.6,0.6,64.9
02D10316,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), pehely, sárgabarack és kókuszdió, hozzáadott B1-, B2-, B3-, E- és folsav-, Ca- és Fe-vitamin",387,8.1,7.4,69
02D10315,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), pehely, bogyós gyümölcsök, hozzáadott B1-, B2-, B3-, E- és folsav, Ca és Fe vitaminok",360,8,2.5,73.3
02D10350,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), pehely, gyümölcs, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",364,8.1,3,73.4
02D10345,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), pehely, gyümölcs, hozzáadott B1-, B2-, B3- és folsav, Ca és Fe",362,8.5,1.5,75
02D10279,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), pehely, gyümölcs és dió, hozzáadott B1-, B2-, B3-, C- és folsav- és Fe-vitamin",360,8.3,3.5,70.3
02D10363,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), pelyhek és fürtök, méz és makadámia, hozzáadott B1-, B2-, B3-, E- és folsav-, Ca- és Fe-vitamin",380,7.9,7.4,66.8
02D10308,"Reggeli gabonapelyhek, vegyes gabona (búza, zab, rizs és kukorica), fürtök, hozzáadott B1-, B2-, B3-, C- és folsav, Fe és Zn vitaminok",370,9,1.4,77
02D10330,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), fürtök, alma és mandula, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",390,9.2,9.2,64.8
02D10343,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), fürtök, szultána és bogyók, hozzáadott B1-, B2-, B3-, E- és folsav-, Ca- és Fe-vitamin",408,8.5,7.9,72.9
02D10366,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), ropogós párnák, kakaóbevonat, hozzáadott B1-, B2-, B3-vitamin és folsav",367,6.8,0.3,83.2
02D10326,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), extrudált, méz, hozzáadott B1-, B2-, B3-, B6-, C-, E- és folsav, Ca, Fe és Zn vitaminok",376,6.9,4.2,72.9
02D10331,"Reggeli gabonapehely, vegyes gabona (búza, kukorica, rizs és zab), extrudált, hozzáadott B1-, B2-, B3-, B6-, C-, E- és folsav, Ca, Fe és Zn vitaminokkal",375,6.7,3.6,74
02D10408,"Reggeli gabonapelyhek, vegyes gabona, kereskedelmi, nem definiálva",372,13.3,3.6,68.5
02D10368,"Reggeli gabonapehely, rizspehely, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",377,6.7,1.3,80.4
02D10286,"Reggeli gabonapelyhek, puffasztott vagy pattogatott rizs, hozzáadott cukor vagy só nélkül, dúsítatlan",358,8,2.8,73
02D10402,"Reggeli gabonapelyhek, puffasztott vagy pattogatott rizs, hozzáadott B1-, B2-, B3- és Fe-vitaminnal",373,6.2,1.3,83
02D10367,"Reggeli gabonapelyhek, puffasztott vagy pattogtatott rizs, hozzáadott B1-, B3-vitamin, folsav és Fe",372,6.8,1.6,77
02D10304,"Reggeli gabonapelyhek, puffasztott vagy pattogatott rizs, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",391,6.1,1.2,86.6
02D10267,"Reggeli gabonapelyhek, puffasztott vagy pattogatott rizs, hozzáadott B1-, B2-, B3-, C- és folsav-, Fe- és Zn-vitamin",367,6.8,1.1,81.2
02D10370,"Reggeli gabonapelyhek, puffasztott vagy pattogtatott rizs, további meghatározása nélkül",372,6.7,1.2,81.5
02D10305,"Reggeli gabonapelyhek, puffasztott vagy pattogatott rizs, kakaós bevonat, hozzáadott cukor vagy só nélkül, dúsítatlan",388,5,2.9,81.1
02D10383,"Reggeli gabonapelyhek, puffasztott vagy pattogatott rizs, kakaós bevonat, dúsítatlan",386,5.7,1.6,86.3
02D10281,"Reggeli gabonapelyhek, puffasztott vagy pattogatott rizs, kakaóbevonat, hozzáadott B1-, B2-, B3-, C- és folsav-, Ca-, Fe- és Zn-vitamin",380,5,2.9,83.2
02D10306,"Reggeli gabonapelyhek, puffasztott vagy pattogatott rizs, kakaóbevonat, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",386,4.9,1.6,88.1
02D10410,"Reggeli gabonapelyhek, kakaóbevonat, kereskedelmi, további meghatározás nélkül",381,5.1,2.7,83.8
02D10404,"Reggeli gabonapehely, búzakorpa, pehely, dúsítatlan",362,15.4,1.3,65.5
02D10264,"Reggeli gabonapelyhek, búzakorpa, pehely, hozzáadott B1-, B2-, B3-, B6-vitamin és folsav, Fe és Zn",339,12,1.7,59.3
02D10340,"Reggeli gabonapelyhek, búzakorpa, pehely, méz és mandula, hozzáadott B1, B2 B3, B6 és folsav, Fe és Zn vitaminok",360,11,5,61
02D10391,"Reggeli gabonapelyhek, búzakorpa, pehely, szultán, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",319,7.6,1.6,62.2
02D10275,"Reggeli gabonapelyhek, búzakorpa, pehely, szultán, hozzáadott B1-, B2-, B3-, B6- és folsav, Fe és Zn vitaminok",332,9.8,1.5,63.3
02D10263,"Reggeli gabonapelyhek, búzakorpa, pellet, hozzáadott B1-, B2-vitamin és folsav",317,13.4,4.9,40.8
02D10397,"Reggeli gabonapehely, búzakorpa, pellet, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",312,13.9,4.4,37.4
02D10389,"Reggeli gabonapelyhek, búzakorpa, pellet, hozzáadott E-vitamin és folsav, Ca és Zn",331,14.6,3.2,47.3
02D10373,"Reggeli gabonapelyhek, búzakorpa, pellet, hozzáadott A-, B1-, B2-, B3-, E- és folsav, Ca és Fe vitaminok",307,12.6,4.7,34.9
02D10399,"Reggeli gabonapelyhek, búzakorpa, pellet, további meghatározása nélkül",310,13.5,4.7,37.9
02D10310,"Reggeli gabonapehely, búzakorpa, kis keksz, szultánpasztával, hozzáadott B1, B2, B3, B6, E és folsav, Fe és Zn vitaminokkal",329,8.5,1.5,63.4
02D10349,"Reggeli gabonapelyhek, zab és teljes kiőrlésű búza, keksz, hozzáadott só, dúsítás nélkül",362,12.5,5.5,59.8
02D10270,"Reggeli gabonapehely, teljes kiőrlésű, keksz, hozzáadott cukor nélkül, dúsítatlan",347,10.4,2.7,63.7
02D10396,"Reggeli gabonapelyhek, teljes kiőrlésű búza, keksz, hozzáadott cukor vagy só nélkül, dúsítatlan",357,9.2,1.2,69.9
02D10291,"Reggeli gabonapelyhek, teljes kiőrlésű búza, keksz, hozzáadott cukor és só, dúsítás nélkül",355,12.4,1.4,67
02D10268,"Reggeli gabonapehely, teljes kiőrlésű gabona, keksz, hozzáadott B1-, B2-, B3-vitamin és folsav, Fe és Zn",345,12.1,2.2,62.8
02D10299,"Reggeli gabonapehely, teljes kiőrlésű gabona, keksz, hozzáadott B1, B2 és B3 vitaminokkal",360,13.4,1.6,67
02D10342,"Reggeli gabonapelyhek, teljes kiőrlésű gabona, keksz, hozzáadott B1-, B2- és B3-vitamin, Ca, Fe és Zn",353,12.4,1.4,66.5
02D10269,"Reggeli gabonapelyhek, teljes kiőrlésű búza, keksz, korpa, hozzáadott B1-, B2-, B3-vitamin, folsav és Fe",354,12.3,5,55.9
02D10311,"Reggeli gabonapelyhek, teljes kiőrlésű búza, keksz, több kiőrlésű gabona, hozzáadott B1-, B2-, B3- és E- és Fe-vitamin",378,10.1,3.6,71.3
02D10361,"Reggeli gabonapelyhek, teljes kiőrlésű kiőrlésű, keksz, további meghatározása nélkül",348,12,2.4,63.2
02D10271,"Reggeli gabonapehely, teljes kiőrlésű búza, kis keksz, hozzáadott B1-, B2-, B3-vitamin és folsav",358,11.3,1.6,68.1
02D10293,"Reggeli gabonapehely, teljes kiőrlésű, kis keksz, bogyós gyümölcsökkel, hozzáadott B1-, B2-, B3- és folsav-, Ca- és Fe-vitaminnal",344,9.3,1.1,70.1
02D10292,"Reggeli gabonapehely, teljes kiőrlésű, kis keksz, sárgabarackkal, hozzáadott B1-, B2-, B3- és folsav-, Ca- és Fe-vitaminnal",343,9.4,1.1,69.7
02D10295,"Reggeli gabonapehely, teljes kiőrlésű, kis keksz, feketeribizli pasztával, hozzáadott B1-, B2-, B3-vitaminnal és folsavval",353,8.8,1.9,70.7
02D10377,"Reggeli gabonapehely, teljes kiőrlésű, kis keksz, gyümölcspasztával, hozzáadott B1-, B2-, B3- és C- és Fe-vitaminnal",367,7.2,2,76.9
02D10341,"Reggeli gabonapehely, teljes kiőrlésű, kis keksz, mézzel, hozzáadott B1, B2, B3 és folsav, Fe és Zn vitaminokkal",383,10.3,3.9,72.4
02D10297,"Reggeli gabonapehely, teljes kiőrlésű, pehely, hozzáadott cukor nélkül, dúsítatlan",358,10.3,2,68
02D10273,"Reggeli gabonapehely, teljes kiőrlésű gabona, pehely, hozzáadott B1-, B2-, B3-vitamin és folsav",346,10.3,2,65
02D10298,"Reggeli gabonapehely, teljes kiőrlésű gabona, pehely, hozzáadott B1-, B2-, B3-, C- és folsav- és Fe-vitamin",342,9.3,1.2,62.9
02D10328,"Reggeli gabonapehely, teljes kiőrlésű gabona, pehely, hozzáadott szárított gyümölcs és/vagy dió, hozzáadott cukor nélkül, dúsítatlan",355,9.9,1.9,69
02D10329,"Reggeli gabonapehely, teljes kiőrlésű gabona, pehely, szárított gyümölcs, hozzáadott B1-, B2-, B3-, C- és folsav-vitamin",355,8.2,2.1,71.2
02D10274,"Reggeli gabonapehely, teljes kiőrlésű gabona, pehely, szárított gyümölcs és dió, hozzáadott rost, B1-, B2-, B3-vitamin és folsav, Ca és Fe",356,9.1,3.3,65.6
02D10272,"Reggeli gabonapehely, teljes kiőrlésű, puffasztott, hozzáadott cukor vagy só nélkül, dúsítatlan",339,10,2.8,62.4
02D10364,"Reggeli gabonapehely, teljes kiőrlésű, puffasztott, mézes, dúsítatlan",365,8,0.9,79
02D10347,"Reggeli gabonapehely, teljes kiőrlésű, puffasztott, méz, hozzáadott B1-, B2-, B3-, B6-, E- és folsav-vitamin",378,7.5,1.6,82.5
02D10407,"Reggeli gabonapehely, búza alapú, kereskedelmi, nem definiálva",330,11.2,3.1,54
02D10412,"Reggeli gabonapelyhek, további meghatározása nélkül",357,11.4,2.7,66.7
02E40122,"Reggeli péksütemény, édes, gyümölcspasztával töltött, reklám",396,4.9,10.5,71
02D10387,"Müzli, kereskedelmi, pirított, hozzáadott aszalt gyümölcs, dúsítatlan",408,9.8,11.5,62.8
02D10284,"Müzli, kereskedelmi, pirított, hozzáadott szárított gyümölcs és dió, dúsítatlan",391,9,13.3,54.6
02D10390,"Müzli, kereskedelmi, pirított, hozzáadott szárított gyümölcsök és diófélék, hozzáadott B2-, B3-, E-vitamin, folsav és Ca",413,11.7,15.4,53.8
02D10378,"Müzli, kereskedelmi, pirított, hozzáadott dió, dúsítatlan",439,12.8,21.7,44.1
02D10385,"Müzli, házi, pirított, hozzáadott aszalt gyümölcs",364,10,11.3,50.2
02D10359,"Müzli, házi, pirított, hozzáadott szárított gyümölcs és dió",392,11,16.2,45.6
02D10357,"Müzli, házi, pirított, hozzáadott szárított gyümölccsel és magvakkal",391,12.2,16.1,44.3
02D10358,"Müzli, házi, pirított, hozzáadott szárított gyümölcs, dió és magvak",414,12.9,20,40.8
02D10382,"Müzli, házi, pirított, hozzáadott dió és magvak",438,14.6,23.3,37
02D10283,"Müzli, kommersz, pirítatlan vagy natúr stílusú, hozzáadott szárított gyümölccsel, dúsítás nélkül",393,10.8,10.8,59.2
02D10388,"Müzli, kommersz, pirítatlan vagy natúr stílusú, hozzáadott szárított gyümölccsel, alacsony zsírtartalmú, dúsítatlan",332,8.8,2.9,62.3
02D10353,"Müzli, kereskedelmi, pirítatlan vagy natúr stílusú, hozzáadott szárított gyümölccsel és diófélékkel, dúsítás nélkül",417,11.6,15.5,53.9
02D10379,"Müzli, kereskedelmi, pirítatlan vagy natúr stílusú, hozzáadott dióval és magvakkal",417,15.7,19,40.1
02D10384,"Müzli, házi, pirítatlan vagy natúr, hozzáadott aszalt gyümölcs",335,11.3,6.5,51.3
02D10355,"Müzli, házi, pirítatlan vagy natúr, hozzáadott szárított gyümölccsel és diófélékkel",369,12.2,12.5,46.1
02D10356,"Müzli, házi, pirítatlan vagy natúr, hozzáadott szárított gyümölccsel és magvakkal",369,13.5,12.4,44.7
02D10354,"Müzli, házi, pirítatlan vagy natúr, hozzáadott szárított gyümölcs, dió és magvak",396,14.1,17,40.8
02D10381,"Müzli, házi, pirítatlan vagy natúr, hozzáadott dióval és magvakkal",419,16.2,20.2,36.5
02D10411,"Müzli, kereskedelmi, gluténmentes",393,10.8,10.8,59.2
02A10393,"Kása, rizs (congee), vízzel főzve",38,0.7,0.1,8.5
02A10500,"Kása, barna rizs, hozzáadott szárított gyümölcsökkel, tehéntejjel főzve",102,3.9,2.2,16.2
02A10389,"Kása, hengerelt zab, vízzel elkészítve",69,2.4,1.6,10.1
02A10398,"Zab zabkása, normál zsíros tehéntejjel készítve",128,5.4,4.8,15.1
02D20030,"Zabkása, csökkentett zsírtartalmú tehéntejből készítve",109,5.7,2.8,14.3
02D20031,"Zabkása, sovány tehéntejjel készítve",96,5.6,1.6,13.9
02A10497,"Kása, hengerelt zab, tehéntejjel készítve",118,5.6,3.7,14.8
02A10416,"Zabkása, rizstejjel elkészítve",122,2.5,2.5,21.5
02A10466,"Kása, hengerelt zab, szójatejjel elkészítve",113,5.3,3.4,14.1
02D20032,"Kása, hengerelt zab, tehéntejjel és vízzel elkészítve",97,3.8,3.2,12.4
02D20037,"Kása, hengerelt zab, szójatejjel és vízzel elkészítve",89,3.8,2.5,11.9
02D20036,"Kása, hengerelt zab, hozzáadott rosttal és Ca, tehéntejjel készítve",113,5.8,3.4,13.7
02A10455,"Zabkása, cukorral vagy mézzel kevert zab és egyéb ízesítők, tehéntejjel készítve",133,4.7,3.5,20
02A10435,"Zabkása, cukorral vagy mézzel kevert zab és egyéb ízesítők, vízzel elkészítve",89,1.9,1.7,15.7
02A10465,"Zabkása, cukorral vagy mézzel kevert zab és egyéb ízesítők, szójatejjel elkészítve",129,4.5,3.2,19.4
02A10467,"Zabkása, cukorral kevert zab, ízesítők és szárított gyümölcsök, tehéntejjel készítve",127,4.9,3.2,19.2
02A10460,"Zabkása, cukorral kevert zab, ízesítők és szárított gyümölcsök, vízzel elkészítve",83,2,1.4,15
